socialanthrobrit00benerich,"Benedict, Marion, Colson, Elizabeth, 1917-, Shack, William A, University of California, Berkeley. Dept. of Anthropology, University of California, Berkeley. Dept of Anthropology, London School of Economics and Political Science, Royal Anthropological Institute of Great Britain and Ireland, Robert H. Lowie Museum of Anthropology, Ethnologists -- California, Ethnology -- Study and teaching (Higher) California, Ethnology -- Seychelles, Ethnology -- Mauritius, College administrators -- California Berkeley",,,,
socialcostsofmtb349raus,"Butyl methyl ether, Butyl methyl ether, Gasoline, Gasoline, Gasoline, Reformulated gasoline",,,,
socialdominancei0819wagn,"Cattle, Range management, Cattle",,,,
socialimportance00meccrich,"California Task Force to Promote Self-Esteem and Personal and Social Responsibility, Self-esteem, Social problems, Deviant behavior, Self Concept, Social Problems, Social Behavior Disorders, D\u00e9viance, Estime de soi, Probl\u00e8mes sociaux, Self-image, United States Social problems",,,,
socialinfeliciti00moserich,,,,,
socialistcatechi00sterrich,  Socialism,,,,
socialmotivation00mcenrich,,,,,
socialparalysiss00smel,"Working class, Education, Elementary",,,,
sociatechnocracy00smytrich,"Technocracy, Industrial management, United States -- Economic conditions 1918-1945, United States -- Social conditions 1918-1932",,,,
societyinindia01mand,"Caste, Families, Social mobility, Castes, Famille, Mobilit\u00e9 sociale, Sociale structuur, Sociale verandering",,,,
softvengeanceoff00sach,"Sachs, Albie, 1935-, Amputees, People with disabilities, Lawyers",,,,
soilanalysissoil235hoag,"Soils, Plant-soil relationships",,,,
soilerosionincal538weir,"Soil erosion, Soil conservation",,,,
soilforestwater01lowdrich,"United States. Forest Service, United States. Soil Conservation Service, United Nations, United States. Water Resources Policy Commission, Save-the-Redwoods League, Forests and forestry -- United States, Soil conservation, Land use -- Europe, Land use -- Arab countries, Food supply -- China, Europe -- Surveys, Arab countries -- Surveys",,,,
soilforestwater02lowdrich,"United States. Forest Service, United States. Soil Conservation Service, United Nations, United States. Water Resources Policy Commission, Save-the-Redwoods League, Forests and forestry -- United States, Soil conservation, Land use -- Europe, Land use -- Arab countries, Food supply -- China, Europe -- Surveys, Arab countries -- Surveys",,,,
soilscientist00jennrich,"Soils, Soil ecology",,,,
soilscropsofimpe334cosb,"Soils, Soils, Agriculture, Agriculture",,,,
solarenergyitsus602broo,"Solar energy, Solar water heaters",,,,
solarheater469farr,  Solar water heaters,,,,
soldierswithoutp00grun,"Soldiers, Black, Soldiers, Black",,,,
someabnormalwate00hodgiala,"Citrus -- Diseases and pests, Plants -- Effect of soil moisture on",,,,
someabnormalwate33hodg,"Citrus, Plants",,,,
someaspectsofshi02univ,  Refrigeration and refrigerating machinery,,,,
somecharacterist0856john,"Farms, Real estate business",,,,
somecharacterist258moor,  Irrigation water,,,,
somecommonerrors248biol,  Grapes,,,,
somecreameryprob54davi,  Dairy products,,,,
someeconomicaspe0734nade,  Chickens,,,,
someeconomicaspe338well,"Oranges, Fruit, Fruit trade",,,,
someeconomicprob432erdm,  Fruit,,,,
someeffectsofalt326adam,"Agriculture, Energy policy",,,,
someeffectsofthi576park,  Oranges,,,,
somefactorsaffec333crue,"Olive, Olive",,,,
somefactorsinflu00grearich,  Gliadin,,,,
somefactorsofdeh337crue,  Food,,,,
someformsofriddl00scherich,"Literature, Comparative, Riddles",,,,
somefundamentalc163hunt,"World War, 1914-1918, Food supply",,,,
somehopdryingstu0762hend,  Hops,,,,
somemeasuringdev247unit,"Irrigation, Water-meters",,,,
someobservations152croc,  Grain,,,,
somephasesoffina00plehrich,,,,,
somephasesofrela00pres,"Plautus, Titus Maccius, Latin language",,,,
somethingsprospe121hunt,"Agriculture, Land settlement",,,,
songofautumn00blanrich,  Christmas,,,,
songofsongsnewtr00,"Bible, Hooglied (bijbelboek), Bible, Hooglied (bijbelboek)",,,,
songsofcontent00gibbrich,,,,,
songsofheightsde00noel,,,,,
sonnetspoemsofan00quen,,,,,
sophomorecoursei00drewrich,  Physics,,,,
sourcesauthentic00radirich,  Mexico -- History To 1519 Sources,,,,
sourcesauthrich00radirich,  Mexico -- History To 1519 Sources,,,,
southerncaliforn35smit,"Agricultural experiment stations, Agricultural laboratories",,,,
southwestartiste01dela,"Delano, Annita, Barnes, Albert C. (Albert Coombs), 1872-1951, Dewey, John, 1859-1952, With, Karl, 1891-1980, Cox, George James, b. 1884, Moore, Ernest Carroll, b. 1871, University of California, Los Angeles. Dept. of Art, Columbia University, Art, Painters, Navajo Indians, Zuni Indians",,,,
southwestartiste02dela,"Delano, Annita, Barnes, Albert C. (Albert Coombs), 1872-1951, Dewey, John, 1859-1952, With, Karl, 1891-1980, Cox, George James, b. 1884, Moore, Ernest Carroll, b. 1871, University of California, Los Angeles. Dept. of Art, Columbia University, Art, Painters, Navajo Indians, Zuni Indians",,,,
soybeanresearchi0862bear,  Soybean,,,,
soyouwantcalifor556year,  Agriculture,,,,
spacingstudieswi525jone,  Asparagus,,,,
spainsdecliningp00mose,  South America -- History To 1806,,,,
spanishcathedral00stev,"Church music, Church music, Music",,,,
spanishcolonialm00prierich,"Municipal government -- Spanish colonies, Latin America -- History",,,,
sparkarrestersfo577fair,  Spark arresters,,,,
specialfeaturesi00berkrich,  Berkeley, Calif. -- Public Schools,,,
specialmessageof00calirich,"University of California, Berkeley, California Institution for the Deaf and the Blind, Sewerage -- California Berkeley",,,,
speculumstultoru00wire,,,,,
spenserschooloff00coryrich,"Spenser, Edmund, 1552?-1599, Milton, John, 1608-1674, English poetry -- Early modern, 1500-1700 History and criticism",,,,
spidereatersmemo00yang,"Yang family, Yang, Rae, 1950-, Yang (Family), Erlebnisbericht",,,,
spinachproductio92scot,  Spinach,,,,
spiritmoraleprivate00doylrich,"James Irvine Foundation, Stanford University. Board of Trustees, Endowments -- California",,,,
spiritualevoluti00hickrich,,,,,
spleensomeofitsd00moyniala,  Splenic Diseases,,,,
spoilers00morrrich,,,,,
spontaneouschrom67nava,"Crepis, Karyokinesis",,,,
spottingofcitrus266fawc,  Citrus fruits,,,,
sprayfumigationt583quay,"Lemon, Scale insects, Lemon",,,,
sprayingequipmen666fren,"Pesticides, Spraying equipment",,,,
sprayingforcontr131tylo,  Walnut,,,,
sprayingforcontr168gray,  Morning glories,,,,
sprayingforgrape126quay,  Grape leaf-hopper,,,,
sprayingforscale166quay,"Scale insects, Spraying and dusting in agriculture",,,,
sprayingwalnuttr107smit,"Walnut-blight, Walnut",,,,
sprayingwithdist153volc,"Spraying, Oil as pesticide",,,,
sprinklerirrigat456scot,  Sprinkler irrigation,,,,
sprinklingforirr388veih,"Irrigation, Sprinkler irrigation",,,,
standardinsectic141gray,"Fungicides, Insecticides",,,,
standardizationi443abbo,  Butter,,,,
standingordersof00univ,  University of California, Berkeley,,,
stateaidtosecond00jonerich,  Education, Secondary -- United States,,,
stateboardsofedu00howerich,  School management and organization,,,,
statedeptwater00robirich,"California. Dept. of Water Resources, California State Water Project, Water resources development -- California, Water reuse, Peripheral Canal (Calif.)",,,,
stateearthquake00commrich,  Earthquakes -- California,,,,
statemassme00kasz,"Mass media policy, Government and the press",,,,
statementofprogr00gilmrich,  University of California, Berkeley,,,
stateofmiddleeas00smit,,,,,
stateofnations00lofc,"Africa -- Politics and government., Africa -- Economic conditions -- 1960-, Africa -- Economic policy.",,,,
stationarysprayp406mose,"Spraying equipment, Spraying and dusting in agriculture",,,,
statisticalanaly103leei,"Almond, Almond industry",,,,
statisticalanaly109hoos,"Apricot, Canned foods industry",,,,
statisticalanaly110hoos,"Canned pears, Pears",,,,
statisticalanaly121hoos,"Pears, Canned foods industry",,,,
statisticalanaly132hoos,"Peach, Canned foods industry",,,,
statisticalanaly133hoos,"Apricot, Canned foods industry",,,,
statisticalanaly135hoos,"Pears, Canned foods industry",,,,
statisticalanaly68well,"Oranges, Prices",,,,
statisticalanaly84kuzn,  Lemon,,,,
statisticalanaly92hoos,  Lettuce industry,,,,
statisticalanaly97hoos,"Apricot, Canned foods industry",,,,
statisticalanaly98hoos,"Canned pears, Pears",,,,
statisticaldatao88fish,"Tomatoes, Canned foods industry",,,,
statisticalmater104foyt,  Plum industry,,,,
statisticalpict45963mcco,  Agriculture,,,,
statisticalpict45969pars,  Agriculture,,,,
statisticalpict45974pars,  Agriculture,,,,
statisticalpictu459mcco,  Agriculture,,,,
statisticalprofi348leeh,"Agricultural industries, Agriculture, Horticulture",,,,
statisticalstudy00fuenrich,,,,,
statisticalsup36647tinl,"Dairying, Dairy products",,,,
statisticalsup36847hoos,"Pear, Fruit trade, Pear industry",,,,
statisticalsup36947fish,"Tomatoes, Tomato industry",,,,
statisticalsup37047shul,  Olive,,,,
statisticalsup37247sull,"Avocado, Avocado industry",,,,
statisticalsup37347hoos,  Asparagus,,,,
statisticalsup37848hoos,"Lettuce, Lettuce",,,,
statisticalsup38548hoos,"Peach, Peach industry",,,,
statisticalsup39048leei,"Potatoes, Potato industry",,,,
statisticalsup39349hoos,  Spinach,,,,
statisticalsup39449fish,  Bean industry,,,,
statisticalsuppl00hoos,"Lemon, Lemon trade",,,,
statisticalsuppl01hoos,"Orange industry, Orange industry",,,,
statisticspertai87well,"Peach, Canned foods industry",,,,
stealingintoprin00lafo,"Science publishing -- Moral and ethical aspects., Publishers and publishing -- Professional ethics., Technical writing -- Moral and ethical aspects., Authorship -- Moral and ethical aspects., Scientists -- Professional ethics., Plagiarism., Fraud.",,,,
steamboilersthei00parsrich,  Steam-boilers,,,,
steeltownussrsov00kotk,  Perestroi\u0306ka,,,,
steinhartjohnpre00johnrich,"Jewish Community Federation of San Francisco, the Peninsula, Marin and Sonoma Counties, Lawyers -- California San Francisco, Jews -- California San Francisco Bay Area",,,,
stephenslectures00steprich,  History,,,,
sterilizationofd468farr,"Dairying, Milk hygiene",,,,
stjohnswortonran503samp,"Hypericum, Livestock poisoning plants",,,,
stochasticcontro00wangrich,  University of California, Berkeley. Dept. of Electrical Engineering and Computer Sciences,,,
stockpoisoningpl249hall,  Poisonous plants,,,,
stockpoisoningpl593samp,"Plantas Toxicas, Livestock poisoning plants, Livestock, Plants, Toxic, Botany",,,,
storageofperisha324crue,"Plants, Fruit",,,,
stormfromeastfro00mars,"Genghis Khan, 1162-1227., Kublai Khan, 1216-1294., Mongols -- History, Military.",,,,
strangeadventur00quinrich,  Oceania -- Description and travel,,,,
strangersatgates00wald,"Immigrants, Immigrants, Foreign workers, Cities and towns, Immigrants, Immigrants, Travailleurs \u00e9trangers, Villes, Minorit\u00e9s en milieu urbain, Immigranten, Steden, Sozial\u00f6kologie, Einwanderung, Stadt",,,,
strategicbankrup00kevi_0,"Bankruptcy & insolvency law, Business strategy, Credit & credit institutions, English law: bankruptcy & insolvency, Organizational theory & behaviour, Political science & theory, Corporate Finance, Business & Economics, Business / Economics / Finance, Business/Economics, Bankruptcy & Insolvency, Corporate & Business History - Strategies, Social Science / Sociology / General, Corporations, Strategic planning, Bankruptcy, BUSINESS & ECONOMICS, Business Management, United States",,,,
stratigraph00hayr,"Geology, Stratigraphic, Geology",,,,
strawberrycultur23hend,  Strawberries,,,,
strawberryinhome32thom,  Strawberries,,,,
strawberrypests484alle,"Strawberries, Strawberries",,,,
streetoftwofrien00smitiala,,,,,
stringedwphilopro00strorich,"University of California, Berkeley, College teachers -- California Berkeley, Wives -- California Interviews",,,,
strongdemocracy00benj,"Political structures: democracy, Liberalism, Sociology, General, Political Ideologies - Democracy, Political Science / General, Citizenship, Democracy, Communities, Political participation, Liberalismo, Ciudadani\u0301a, Comunidad, Participacio\u0301n poli\u0301tica, Politieke participatie, Democratie, Citoyennete\u0301, De\u0301mocratie, Libe\u0301ralisme, Participation politique, Demokratie, Politische Beteiligung",,,,
strongmotherswea00john,"Wives, Mothers, Sex role, Sex differences (Psychology), Dominance (Psychology), R\u00f4le selon le sexe, Diff\u00e9rences entre sexes (Psychologie), Dominance (Psychologie), Femmes mari\u00e9es, M\u00e8res, Moeders, Dominantie, Sekseverschillen, Gender Identity, Marriage, Mothers, Women's Rights, Frau, Soziale Rolle, Society Role of women Effects of marriage, Man Sex differences Psychological aspects",,,,
structrans00dagg,"Railroads, Railroads",,,,
structuralchange0802padb,  Milk trade,,,,
structure00mean,  Geology,,,,
structureclassif00shevrich,,,,,
structureregener00esterich,"Plethodon, Poison glands",,,,
studentathletics00hamirrich,"University of California, Berkeley, Track and field -- California Berkeley, Coaching (Athletics), Olympics",,,,
studenthousing00johnrich,"University of California (1868-1952), University of California, Berkeley, Berkeley (Calif.) -- Social life and customs",,,,
studiesconcernin52somm,"Plants, Plants, Effect of silicon on, Growth (Plants)",,,,
studiesfrompsych00univrich,  Psychology,,,,
studiesinbiblica00newmrich,"Bible, Bible",,,,
studiesingrassho170hunt,  Locusts,,,,
studiesinjuglans2477babc,  Walnut,,,,
studiesinmarvell00kurt,  Marvelous, The,,,
studiesinmarvell00kurtrich,"Fiction, Folklore",,,,
studiesinnicotia00setc,  Nicotiana,,,,
studiesinornamen00hallrich,"Trees -- California, Shrubs -- California",,,,
studiesofshadetr00morrrich,"Trees -- California, Shade trees",,,,
studiesofsulfuri54powe,"Sulfur, Soils, Plants",,,,
studiesonammonif17lipm,"Soil microbiology, Nitrification",,,,
studiesondrained411burg,"Soils, Soils",,,,
studiesongiardia00boecrich,  Giardia microti,,,,
studiesonirrigat00thomiala,  Citrus fruits -- California Irrigation,,,,
studiesonirrigat341thom,  Citrus,,,,
studiesonmechani0747tave,"Cotton growing, Cotton machinery",,,,
studiesonnutriti378beac,"Poultry, Deficiency diseases in poultry, Vitamin A in animal nutrition",,,,
studiesonphenold12lipm,"Soils, Nitrates, Soils",,,,
studiesonpolyplo214nava,"Polyploidy, Crepis",,,,
studiesprelimina451batc,"Citrus fruits, Citrus fruits",,,,
studiesuponinflu15shaw,  Wheat,,,,
studyinwittgenst00masl,,,,,
studyofeconomyof303hoch,  Viticulture,,,,
studyofeffectsof00webbiala,"Citrus fruits -- California, Plants -- Effect of cold on",,,,
studyofeffectsof304webb,"Citrus fruits, Plants",,,,
studyofeliminati00spierich,  Arithmetic -- Study and teaching,,,,
